Author_id,ISBN13
10710,9780786868711
10422,9780671864767
12958,9780671864767
5199,9780671521516
10961,9780440222309
6060,9780440222309
3155,9780312953454
13248,9780446608657
6337,9780446612548
11757,9780446612548
13248,9780446612616
14035,9780451208088
5973,9780553584387
2829,9780671027360
7130,9780812575958
661,9780316735735
711,9780743439749
8902,9780345372703
11611,9780380619450
8902,9780446325806
2194,9780451406927
14681,9780451406927
7422,9780451406927
13867,9780671042851
1256,9780743249997
1442,9780840734532
14697,9780425184226
2863,9780375500763
13043,9789724119373
1137,9780451205193
4820,9780060929794
12234,9780060976842
14770,9780061099328
10025,9780671004576
12689,9780446601641
12100,9780330484510
5889,9780385721790
10455,9780393020373
12486,9781900850308
11155,9781903019696
9149,9780345425294
771,9780451410313
8236,9780553583465
2944,9780380778553
10951,9780451525222
8825,9780451525222
11046,9780002740234
8660,9780385336772
9108,9780440949428
14115,9780505524997
1164,9780140252804
13587,9780451452757
6467,9780812575484
12689,9780446517478
1384,9780060801267
2745,9780061030147
127,9780061030147
14003,9780140250961
3013,9780446527163
3728,9780671461492
10050,9780385337632
15272,9780395755143
11214,9780451206671
5629,9780330332774
6434,9780486284736
3760,9780486284736
4693,9780671021740
4693,9780671047610
4693,9780671504281
8929,9780399138683
5780,9780785263296
10586,9780785263296
5401,9780830714018
11994,9780345354938
12176,9780553278224
4768,9783150000335
15155,9783150000335
12176,9783257203653
11820,9783257203653
12191,9783257207521
5467,9783257207521
12176,9783257208627
12176,9783257208634
14573,9783257208634
12176,9783257208665
11139,9783257208665
12176,9783257210453
272,9783257210453
12176,9783257212051
12176,9783257212426
12176,9783257214154
7932,9783257214154
205,9783257214154
12176,9783257216417
11656,9783257233056
9478,9783257233056
4821,9783423113601
4530,9783423116718
917,9783423241489
8382,9783426605684
9612,9783426605684
14063,9783453212152
12265,9783462021097
10478,9783492045643
5669,9783492045643
5598,9783492045643
7553,9783498020866
1363,9783498020866
6035,9783499110696
824,9783499110696
5605,9783499110696
4073,9783499110696
6035,9783499151507
824,9783499151507
5605,9783499151507
6289,9783518111000
5467,9783518111000
7086,9783548254265
14063,9783570300091
884,9783570300091
10650,9783596292646
1013,9780060977498
12767,9780312872687
6337,9780316602907
6337,9780316693004
12427,9780345311399
10362,9780345378491
12427,9780345404794
9168,9780345433176
980,9780375400117
8343,9780375705854
11384,9780380717019
11384,9780380718337
1950,9780380754502
14725,9780380754502
8145,9780380766543
8145,9780380807864
1242,9780385316897
7317,9780385497466
7317,9780385508049
9814,9780385509459
7317,9780385511612
668,9780385730587
4382,9780425164402
4095,9780440234968
6337,9780446605489
11035,9780446610391
7460,9780449006528
9168,9780449911006
13867,9780451162076
13953,9780451186645
14806,9780452282155
7765,9780515132908
10489,9780553580389
4631,9780590598842
11152,9780590629713
11380,9780671023614
2829,9780671027384
4674,9780684848785
2829,9780743486224
9438,9780786863983
9640,9780803251717
799,9780804117937
270,9781400031801
6088,9781558742628
9857,9781558742628
1091,9781558742628
5328,9780060987107
15499,9780151008117
13130,9780375704963
144,9780525947646
3646,9780804111355
6088,9781558744158
9857,9781558744158
6820,9781558744158
7409,9780435272685
661,9780316782500
14423,9780061020636
14423,9780060013110
14423,9780060199562
3825,9780060527792
4882,9780060527792
6055,9780060563073
10071,9780060809027
14423,9780061040962
11571,9780061040962
14423,9780061050473
14423,9780061052514
14423,9780061052521
9226,9780064472265
6434,9780140620665
8322,9780312148263
1288,9780312156961
2177,9780312890049
9137,9780345431912
10982,9780345431912
5072,9780373836024
11236,9780375751516
6764,9780375751516
14361,9780375801679
562,9780375801679
12544,9780375814242
12039,9780375814242
11908,9780375823350
11908,9780375823459
11908,9780375823466
14063,9780380730445
12176,9780380973835
3631,9780385327770
1015,9780394586236
14328,9780439510110
13700,9780440241416
6003,9780451409256
9206,9780451523419
6434,9780451526274
9563,9780451526274
5036,9780451526342
2178,9780486415864
5997,9780553280586
1130,9780571197637
4202,9780670035267
14404,9780670035267
2249,9780670035267
10981,9780670035267
2178,9780679423072
1015,9780679751342
7621,9780684833392
7298,9780743245029
4318,9780749748005
4318,9780749748029
10982,9780963094421
187,9781401201173
8369,9781401201173
1248,9781401201173
10982,9781563892271
13214,9781563892271
10620,9781563892271
9446,9781563892271
187,9781563898587
10982,9781569716205
7207,9781569716205
14843,9781592571307
14746,9780374270322
1614,9780375719189
5785,9780440235507
7317,9780440237228
11664,9781573225489
14528,9781853260674
13404,9780060977474
7971,9780345391698
9988,9780520011175
3801,9780520011175
3022,9780553278743
14278,9780670856046
14283,9780670856046
12005,9780872200760
271,9780872200760
11619,9780872200760
9306,9780937858998
2866,9780937858998
6139,9780937858998
13881,9780671649944
6007,9780590431118
11291,9780064470117
9284,9780553571486
1667,9780972044202
7250,9780312963002
9944,9780345430472
3055,9780345435866
8793,9780345435866
11600,9780380728725
3070,9780380818402
8174,9780380818402
2978,9780449912300
7438,9780553291988
14473,9780671018931
4672,9780812541649
10032,9780312988692
10086,9780486282114
3760,9780486282114
12803,9780670815371
12576,9780385313742
12524,9781575843360
11380,9780684193953
3728,9780345371980
9791,9780345371980
27,9780380730131
13335,9781573228732
769,9789681500559
1192,9780380711109
5311,9780452283916
14697,9780425120279
543,9780671534844
11000,9780380728275
9580,9780446606196
3941,9780771076008
13508,9780771076008
10806,9780771088193
7335,9781559703239
15329,9783596214624
5728,9783596214624
5509,9780062770509
9236,9780671847548
704,9780060188733
12544,9780140374247
8562,9780140374247
14060,9780142001745
14062,9780142001745
13003,9780142001745
1559,9780195086294
1541,9780195086294
13909,9780195086294
2829,9780312995423
2649,9780380704583
7095,9780380815920
7317,9780385416344
14505,9780385418492
7317,9780385424714
10412,9780425098103
6488,9780449005415
3487,9780449202630
3487,9780449207543
11134,9780515128550
3728,9780517577400
6651,9780590450874
15162,9780590450874
1929,9780590450874
6651,9780590481373
15162,9780590481373
1103,9780671036195
11266,9780684177731
1003,9780684180205
1103,9780743411264
2478,9780743470384
12291,9780762188574
7030,9780767905930
14926,9780800706548
15178,9780801096679
10195,9780849953019
8579,9780891091967
1193,9780915811533
1557,9780927545372
4744,9781575024172
10964,9781880185001
15407,9780140345803
880,9780156528207
12325,9780380012862
8371,9780451154910
10572,9780785815143
13372,9780875421285
3004,9781567184297
12478,9781567187960
1293,9781862047624
11348,9780020437505
15405,9780198320265
12926,9780198320265
10270,9780373196982
2308,9780373245581
8900,9780451527745
9923,9780451527745
10025,9780671867119
9855,9780812504200
12234,9780060173289
10003,9780060973896
12361,9780060973896
13404,9780061013515
8978,9780140104684
4572,9780312143374
352,9780316666343
13708,9780394568942
14529,9780440224679
3991,9780449002636
9551,9780449213773
3688,9780452279698
9551,9780553569056
10206,9780679427438
3927,9780679725398
9992,9780802114365
7297,9780803233010
15022,9780803233010
12921,9780819154941
7522,9780897322331
6321,9780940322974
15187,9780940322974
4187,9781573225120
1419,9781579651657
3554,9781878424310
11577,9780600586890
8828,9781853260629
13643,9781857938012
12561,9780060804152
9487,9780140382655
13797,9780152012960
13253,9780312283780
11994,9780345297709
11994,9780345313096
791,9780345335463
3077,9780345416841
8661,9780385333405
7317,9780440211457
9601,9780449212080
9790,9780553582680
11624,9780590947251
14780,9780590947251
12317,9780743458290
1725,9780743458290
2040,9780786913879
4199,9780801491825
1850,9780816729913
13210,9780843136685
7896,9780843136685
12020,9780843136685
720,9780866119535
523,9780866119535
9458,9780866119535
2178,9780866119566
9660,9780866119566
3632,9780870441660
6298,9780870441660
10097,9781561561421
2794,9781561561421
4469,9781561561421
10951,9780553210095
791,9780553258523
12803,9780688163723
14908,9781569471098
9241,9780553580990
352,9780316168816
14283,9780140238280
4206,9780316314923
7335,9780345424716
14622,9780375414749
12452,9780375726408
9551,9780385503853
7680,9780425156841
744,9780440226109
3460,9780452277335
3246,9780553802481
15110,9780671021009
88,9780767903578
1108,9780805063899
3695,9780679777434
7363,9780553285345
13654,9780486285528
11214,9780671002480
4280,9780812523386
5570,9780895774668
7619,9780020199090
7611,9780385495141
9169,9780679733829
14628,9780842329125
6862,9780842329125
62,9780345451262
7652,9780740700231
14362,9780380973545
6880,9780380973545
4647,9780393321579
13867,9780743424424
4219,9780786868018
7709,9780786868018
13987,9780786868018
13609,9780446610179
2467,9780684854953
11310,9780684854953
10025,9780743229876
12711,9780380617623
14617,9780380732333
7107,9780385337137
4247,9780440235057
4247,9780445402041
9316,9780618119769
7359,9780871138644
4020,9780026329859
14603,9780060621254
1130,9780060915544
1130,9780060917012
15010,9780060925000
5997,9780060932756
14770,9780061000287
4132,9780192815316
4171,9780192815316
657,9780312195519
8679,9780380792665
5095,9780393048971
8929,9780399137808
11380,9780399147395
9411,9780451203045
9891,9780451410559
5687,9780451523310
13325,9780486281964
15301,9780486292946
12297,9780517626399
3927,9780684824444
5537,9780743458306
10649,9780812966664
14225,9780819215635
7641,9780819215635
12080,9780819215635
2780,9780880011020
9568,9781561011520
12815,9781877727085
10002,9781877727085
5459,9780486206172
1174,9780486206172
4305,9780312278588
11059,9780312278588
11564,9780140370904
9802,9780674511255
13860,9780030096181
4683,9780030096181
8588,9780312965747
3200,9780345374653
299,9780395710906
11635,9780805210613
3128,9780823032617
1490,9780679310006
84,9780312288112
6779,9780316171106
11385,9780380710218
2074,9780515118650
3534,9780553289060
2610,9780671000301
10025,9780671673680
7427,9781561672035
1873,9780425178249
3474,9780425178249
7572,9780618173877
15499,9780156027328
4627,9780375403583
7841,9780385721424
14345,9780451202345
6823,9780743418195
2931,9780385335409
8830,9780965746823
13091,9780060923242
13233,9780486272665
1610,9780786015276
1563,9780060913502
11134,9780553272833
8013,9780440225072
4303,9780312145545
3246,9780425181119
4532,9780380732685
6174,9780140286274
11134,9780373484102
6488,9780449907481
3468,9780553107302
1845,9780802138255
11134,9780515127836
8489,9780345441133
10464,9780515134278
422,9780945586050
7317,9780385490993
7317,9780385424721
15250,9780312980382
10638,9780590419628
6570,9780590419628
7317,9780385472951
10522,9780451195661
7459,9780425182871
7223,9780425182871
14318,9780553564525
14318,9780553564518
10025,9780743412629
14359,9780849943720
629,9780849943454
14359,9780849943713
1810,9780590406017
1810,9780020442400
15259,9780553225983
12830,9780425177365
711,9780671868710
3837,9780385498258
8976,9780553202298
802,9780345313867
802,9780345369949
7784,9780671701246
9712,9780345353627
15190,9780308102286
950,9780060171438
7887,9780805056495
11835,9780679401377
6319,9781562827045
13578,9781562827045
2931,9780385306034
1163,9780816152445
9050,9780821772959
13478,9780345379450
8236,9780553576924
10025,9780743206051
2617,9780688169671
13436,9780439319553
9854,9780439319553
6894,9780590870153
2239,9780590870153
7926,9780307001160
1446,9780307001160
12936,9780307001160
15114,9780307001160
11437,9780440441502
1398,9780590687300
7946,9780439061643
6492,9780439569842
9854,9780439569842
5228,9780307118707
9971,9780590418850
2711,9780307201522
5386,9780816728732
12197,9780816728732
6967,9780816728732
1565,9780865050884
10290,9780812519655
10290,9780812524857
3698,9780449211779
10785,9781930722293
10290,9780812521122
2452,9780345251732
2185,9781400077823
7850,9780312995430
7850,9780312312626
4521,9780446394529
8627,9780590021111
4674,9780684842677
1713,9780684842677
7289,9780684842677
9043,9780553578690
1398,9780380709267
14808,9780380709267
5123,9780807565285
7850,9780312986766
11908,9780345413376
11908,9780345413369
11908,9780679893103
9331,9780061096099
13478,9780345369062
13478,9780451184719
3698,9780449209127
4360,9780060938451
14214,9780804119528
4843,9780060575809
4843,9780060558864
4616,9780767912914
14094,9780553298864
3183,9780385335676
9411,9780440122098
7772,9780671525835
12176,9780553279573
6506,9780061009051
14265,9780060930189
5915,9780516076270
12427,9780679450436
4547,9780821775868
4547,9780821770207
1343,9780670855759
1752,9780553562811
6337,9780446364195
13303,9780446519137
336,9780425179673
9065,9780061042942
13711,9780399144462
8315,9780399144462
5889,9780965404563
3058,9780060157814
8056,9780060157814
12330,9780060930707
8215,9780312206765
6227,9780316116022
1519,9780156013963
13297,9780385314015
2254,9780743444163
4103,9780618231614
13750,9781567920048
1708,9781567920048
10634,9781567920048
5690,9780811203227
3217,9781573229142
14510,9780787955670
15170,9780787955670
5336,9780787955670
9886,9780425174487
3407,9780385496902
2589,9780446523998
8481,9780446523998
600,9780446523998
6113,9780140185218
672,9780140185218
9916,9780684717258
15137,9780684717258
11019,9780486272740
10823,9780486272740
11593,9780062507242
4413,9780684801223
10281,9781576737354
369,9780060083298
1489,9780446672214
10264,9780140293241
12264,9780807070710
5579,9780807070710
10769,9780743213837
14365,9780345305473
14182,9780061080517
5369,9780142000205
4079,9780316735025
1033,9781931561464
661,9780156007108
14620,9780062517852
9847,9780679767787
2147,9780449911686
13388,9780425169629
2147,9780449207758
2147,9780449245699
14898,9780140029406
14898,9780140021561
6637,9782253004028
825,9782253004028
156,9782253005278
2906,9782253005278
4379,9782253006701
444,9782253006701
11216,9782253006701
13050,9782266084376
12279,9782070362387
280,9782266029469
2166,9782253007104
9701,9782253007104
15529,9782253007104
12176,9782070417742
6178,9782070417742
5675,9782070417742
12116,9782266033688
4266,9782070384341
5674,9782070384341
6637,9782070538805
15275,9782070538805
9196,9782070334360
2644,9782290314951
12557,9782290005101
13781,9783492207003
2298,9783499177750
3908,9783499177750
2367,9783889774019
7206,9783502670001
2418,9780905762487
2367,9783499222603
11734,9783746670058
6434,9780140620429
5702,9783596144433
1013,9783442724680
618,9783442724680
2829,9780385504201
11035,9780446525503
6453,9780385500760
6107,9780399147012
5629,9780670892969
27,9780688180638
661,9780316789080
10188,9780451197276
2978,9780425184127
3083,9780151001002
7317,9780385505833
1308,9780679442790
1924,9780679442790
4345,9780525943860
8489,9780609605929
11391,9780060191924
10025,9780743206044
1103,9780684864846
12437,9780684867816
9489,9780743406178
8563,9780380978533
7335,9780679603351
15059,9780679410430
11035,9780446523561
6812,9780671042554
12427,9780679450443
7133,9780140107647
6705,9780609606728
11035,9780446527798
11035,9780446531337
14778,9781570717253
6470,9780060192631
8622,9780385420167
2105,9780385420167
1916,9780385420167
14495,9780385420167
7728,9780345339713
14942,9780525944638
13404,9780393040166
11134,9780399147128
6417,9780670031047
2693,9780394574745
6337,9780316969444
10025,9780743230056
1945,9780743230056
6337,9780316693202
568,9780316693202
12437,9780684868912
14820,9780842336215
7401,9780399148583
7342,9780399148583
1103,9780684864327
4345,9780525944836
13195,9780345428905
8989,9780451176813
11611,9780671525798
3487,9780718144531
6504,9780446602082
2571,9780394551425
13649,9780394551425
8806,9780064407663
1642,9780064407663
10159,9780007100224
1595,9782253148531
11178,9782253148531
4820,9782253043973
2568,9782253043973
9278,9782020315494
5832,9780747549925
6157,9780743462334
3132,9780140253580
8941,9780947782146
11883,9780571203543
5863,9780349101774
6157,9780743222228
3042,9781854795496
7475,9780140292916
10485,9781854795557
12340,9781858813097
15421,9782871290919
6669,9782871290919
12082,9780198604020
4780,9781842151051
1305,9782253063339
614,9781860198595
402,9780767908474
4145,9780767908474
2210,9781842040157
5241,9780140622065
11883,9780571209521
1595,9782264009302
194,9781841952932
5655,9780890877562
7984,9780890877562
3,9781405200677
3,9780416196771
4363,9780747538066
4181,9780375501340
13091,9780060927240
3188,9780316776967
8876,9781563410291
10982,9780060934712
2337,9781886383425
8685,9781888451085
4838,9780451450258
8683,9781555835958
1920,9780395877562
6665,9780962893865
4296,9781555834531
3284,9780393318432
8023,9780889740822
3688,9781563410444
6951,9781563899386
7115,9781563411144
9461,9780553579680
9461,9780553579673
3246,9780451181374
6738,9780786889167
14409,9780345370747
59,9780553574173
59,9780553574166
59,9780553574159
9407,9780312287245
14321,9780679801146
2016,9780446300100
13296,9780821750414
3246,9780425142486
10262,9780451456540
6014,9780060006044
4752,9780312906559
1806,9780312906559
15067,9780440117292
7503,9780425049983
10864,9780374386672
2478,9780786886463
11058,9780345395375
6467,9780380788491
7873,9780307215345
10864,9780374343385
8784,9780345403339
6173,9780440226697
6173,9780440219606
11359,9780767903288
12331,9780345429179
14529,9780385299299
11044,9781573229579
3728,9780345418777
2649,9780517201657
13867,9780743211383
12576,9780399143700
575,9781884777806
9654,9780312977900
8161,9780812521337
15085,9780812521337
3246,9780451205421
11596,9780894342783
11779,9780440218531
4407,9780449207598
7413,9780670844593
4026,9780394575131
13646,9780394559483
4687,9780804001946
7990,9780590897983
8330,9780689832871
13394,9780689832871
1964,9780689829697
12416,9780689829697
7938,9780439042918
1810,9780064409452
11648,9780064409452
1810,9780064405058
11648,9780064405058
13528,9780439221658
3452,9780152162443
3452,9780152162573
3452,9780152162504
1989,9781562477523
12109,9780439221672
13521,9780439221689
12109,9780439221689
12109,9780439221719
12109,9780439221702
12109,9780439221733
8814,9780440415992
6141,9780895872104
560,9780689835858
1681,9780689835858
3728,9780345391803
9120,9780440219071
1717,9781854245977
11559,9781854245977
8118,9782080105431
10655,9783499133589
11405,9783257201765
8287,9783404121687
4827,9783404121687
9141,9783404121687
8287,9783404118960
7936,9783404118960
14604,9783404118960
4826,9783404118960
13888,9780345356574
13888,9780345346971
1308,9780753804704
13867,9780451155757
4219,9780786890439
7709,9780786890439
13867,9780786890439
14677,9780415928083
13237,9780415928083
7208,9780521427159
12768,9780812923278
1615,9780884111344
10326,9780345428547
3728,9780671694043
8567,9780809015825
799,9780449006559
1956,9780373250332
1984,9780380820443
6166,9780385497671
12195,9780385497671
10167,9780385497671
9755,9780451454249
551,9780941423045
2037,9780373871568
9195,9780553101430
6089,9780898151916
863,9780835949361
2234,9780880701105
14697,9780399145636
11229,9780312853235
14896,9780688048730
6045,9780688048730
14697,9780425161722
13944,9780425161722
7317,9780385493802
15150,9780849916397
1729,9781928791102
9964,9781928791102
13084,9780671751456
7317,9780440211723
764,9780877192824
8066,9780380002450
8432,9780793133956
3601,9780394178011
14697,9780425134351
15397,9780385479684
10347,9780385479684
1872,9780380754854
12438,9780380538508
10359,9780446611626
7772,9780671742560
8929,9780515122404
7366,9780440222811
7338,9780451204059
343,9780385333344
5746,9780449131541
5801,9780440120476
6903,9780451188205
3575,9780451188205
1242,9780440130918
9601,9780449001950
12427,9780345404770
4016,9780451185273
2931,9780440224822
953,9780671779337
2074,9780515134360
11994,9780380759491
11993,9780380759491
802,9783442098422
10517,9783442098422
15124,9780394578798
14724,9781558505377
9112,9780373245697
13466,9780743201070
13658,9780689835711
111,9780553256789
9796,9780892967995
13551,9780061064500
1345,9780061064500
5645,9781551668789
3345,9780836230864
5987,9780381999865
4168,9780380817146
13571,9780380752119
4275,9780553212587
13609,9780446364768
12830,9780425166611
4682,9780613129756
7183,9780765341976
6414,9780590514774
12236,9780373037438
10231,9780064472777
14325,9780553581270
2116,9780373750016
12343,9780393030341
14318,9780553561616
6764,9780312422158
1400,9780425139066
13360,9780450029950
4814,9780450029950
6231,9780130139160
14391,9780373196746
8066,9780451524485
1122,9780451524485
7756,9780140065176
7317,9780440221654
13257,9780373123483
5620,9780373123100
1515,9780590225175
1514,9780590225175
12830,9780399143168
5018,9780441322312
3250,9780425124345
6300,9780786889709
10356,9780312282998
1138,9780425137949
1138,9780425128923
1138,9780425113899
11173,9780394820378
7831,9780394820378
10343,9780449134481
7201,9780140363364
1873,9780375821813
1986,9780812516821
15330,9780345348036
9497,9780679420118
9783,9780871137388
7568,9780741409690
7568,9780741407214
7568,9780759612273
7568,9780741402851
7568,9781585007363
7568,9780741411273
7568,9780741403476
7568,9780741403780
7568,9780741403056
7568,9780741405784
7568,9780741402912
10489,9780553568769
12427,9780345381842
4274,9780140620122
6434,9780140620108
151,9780375420825
3728,9780671745530
2497,9780805062977
4274,9780553211412
3824,9780671510053
68,9781573229388
5541,9780945397410
11027,9780385334037
10650,9780060914653
11994,9780345347534
9099,9780553213133
5730,9783473540426
3153,9780375507250
7572,9780060529703
2171,9780876850862
6113,9780140274158
5555,9780679743460
5555,9780375704024
6596,9780375704024
4611,9780874067392
4825,9780874067392
11376,9780590484756
6119,9780451527035
254,9780451527035
1755,9781590520772
3115,9781590520772
11376,9780590484671
9444,9780975311257
847,9780743237185
5973,9780553586121
9043,9780553584516
4547,9780345341204
8984,9781551662749
1242,9780440175629
1242,9780440216841
14059,9780345443281
13536,9780553285659
3789,9780394800134
14471,9780394800134
14668,9780060972776
5994,9780064401470
10183,9780064401470
9815,9780156001946
4926,9780553263824
7335,9780345418012
4413,9780684801469
307,9780393961195
5720,9780393961195
15446,9780393961195
4266,9789997522054
12005,9780872203495
7380,9780872203495
2799,9780872203495
7379,9780872203495
7553,9780312420147
1074,9780911104547
7803,9780375401312
15420,9780140253603
357,9780671789428
13840,9781566193962
15108,9780140169300
3543,9780140077025
12134,9780679732761
5997,9780553273601
5997,9780553273915
13507,9780060256678
6922,9780395927205
9089,9781859671504
14437,9781859671504
14004,9781859671504
13201,9781859671504
2242,9780810935624
12234,9780060928339
15110,9780671003753
14732,9780553268447
14877,9780684844725
13232,9780395051641
5050,9780395051641
14913,9780375705229
4820,9780380015030
5146,9780835607865
7412,9781585742189
10815,9781585742189
14087,9780806996028
3429,9780440215622
3188,9780316777735
15541,9780375501852
10936,9780877733751
14053,9780805019360
15349,9780140070200
1556,9780140236583
7475,9780140042399
12161,9781590520659
10856,9781590521991
2663,9781590521991
9632,9783446202214
5663,9783446202214
950,9783499134449
2817,9780671425173
2604,9780671726881
6337,9780446601245
13867,9780451124340
802,9780345384461
6337,9780446604802
802,9780345422392
13252,9780679734772
4914,9780440414711
9635,9780689715624
15237,9780689715624
14325,9780812539387
13549,9780152013363
1138,9780425124819
1879,9780345409461
676,9780345409461
8419,9781558747340
928,9780373250172
10419,9780763615383
3229,9780965975407
11315,9780965975407
9639,9780965975407
10926,9780965975407
13444,9780141001777
10959,9780689309359
10097,9780451523365
8017,9780786884629
2557,9780449005569
13820,9780671027346
9606,9780786927081
14810,9780786927081
6020,9780684831053
5997,9780060194918
9591,9780060194918
14264,9780684819068
5412,9780375420672
4148,9780140368550
5483,9780395353417
5997,9780066211619
9592,9780066211619
3138,9780312254162
3778,9780312254162
15470,9783453147249
2433,9783746611228
4836,9783492229333
2033,9783453177802
2368,9783423009157
14504,9783596133314
11997,9783822813393
2440,9783426871874
12776,9783453171978
7680,9783423620000
4828,9783423620000
7728,9780345375223
7728,9780345375216
2487,9780345375216
5822,9780345458292
6113,9780140042528
10982,9780380789030
11309,9780446677578
973,9780345358790
950,9780060964047
6587,9780380558483
6025,9781558171398
10420,9780425121047
7416,9780441317509
12212,9780804102278
6134,9780812551389
13888,9780345298980
13888,9780345316998
13888,9780345310422
13888,9780345310309
13888,9780345310293
13888,9780345310118
11807,9780679734055
6107,9780451130440
11570,9780553266504
14529,9780440206156
10362,9780345370778
12845,9780441366941
11426,9780441366941
7068,9780441366941
6204,9780441366941
5440,9780553574838
2000,9780553574838
4244,9780915950836
1420,9780060242381
1038,9780452265349
4547,9780743457941
11134,9780373484225
9725,9780553205756
13619,9780060171513
11519,9780312421007
459,9780786000982
10982,9780380789016
7291,9780451135988
2649,9780380018178
4587,9780679004783
239,9780684825823
3701,9780517395752
7738,9780671014209
1013,9780679457312
795,9780394557434
8724,9780553571653
657,9780312169787
6699,9780942257328
9215,9780805008951
10260,9780786866274
1239,9780151000630
503,9780151000630
1966,9780140266771
357,9780156444507
15059,9780679723424
14637,9780441004010
6647,9780671500542
11236,9780140620337
13233,9780460878265
7199,9780460878265
11656,9783257061260
2686,9783257061260
1109,9783453210998
818,9783404126668
11035,9783453177628
14201,9783453177628
5457,9783453863590
6853,9783499108518
5726,9783518367063
13820,9783453199767
2585,9783746670140
14589,9783746670140
15470,9783453088436
8988,9780425137017
728,9780425137017
4033,9780425137017
3421,9780425137017
6445,9780553572490
9195,9780553576979
15396,9780451450609
13712,9780441001330
3382,9780451454676
13083,9780373257072
9026,9780441435357
1978,9780373092239
2421,9780373057290
1503,9780373058440
5863,9780349103235
10650,9780571197774
14845,9780679745655
15010,9780571200382
1334,9780785268482
2965,9780785268482
13946,9780785268482
7163,9780140445039
10413,9780140445039
10396,9780140445039
14515,9780851707778
97,9780006276197
97,9780551031128
97,9780551030688
97,9780551032514
1692,9780551032514
4674,9780006498407
14528,9780140431261
980,9780099771517
13885,9780486265865
711,9780671025359
2171,9780876855577
6276,9780330376136
15416,9780140272659
6566,9783407780027
6566,9783407780119
6629,9783257250398
6631,9783257250398
6629,9783257250053
6631,9783257250053
11928,9783257250466
2580,9783442435951
4513,9783442435838
15489,9783442435838
955,9783608919721
2603,9783608919721
2437,9783608919721
2560,9783453132269
10115,9783453132269
15028,9783794116645
3656,9783794116645
6566,9783407805737
6566,9783407805850
2497,9780385720922
2497,9780385498722
7428,9780972948500
184,9780972948500
2467,9780380813810
10560,9782070372294
5828,9782264030542
4795,9780030615320
4908,9780836217636
4877,9780140099836
144,9780385314749
1284,9780316107419
1088,9780894803703
3487,9780449221167
13835,9780553801033
11376,9780590457224
5052,9780316929196
12534,9780553052848
9206,9780140390698
4046,9780140390698
4045,9780140390698
2696,9780439404372
11209,9780439404372
13730,9780939766024
6052,9780939766024
1840,9780679741015
6292,9780345307675
12560,9780425071427
791,9780345297686
9206,9780766607118
3411,9780766607118
12312,9780766607118
6320,9781573225786
9200,9780380754847
72,9780380754847
791,9780345368942
791,9780345331601
4366,9780425050804
12572,9780441009626
769,9780553296983
1525,9780553296983
4059,9780553296983
9881,9781895383126
11127,9780375724572
1723,9780671638849
15328,9780553140439
2594,9780029087107
5738,9780425050750
14409,9780345285546
2964,9780345285546
14409,9780345290243
11994,9780345301871
13867,9780451169532
8595,9780671683900
13700,9780385335881
13700,9780385335485
7335,9780553258004
7807,9780671679620
